sub_kp_id,kp_id,title,description,bloom_level,dependency_sub_kp,class_hours,chapter_id,syllabus_mentions
SUB0912,KP0903,复杂类型UDF参数处理,处理Struct/Array等复杂类型参数的序列化与反序列化,3,SUB0911,5,CH09,2
SUB0913,KP0903,UDAF聚合缓冲区设计,实现UserDefinedAggregateFunction中的merge/update方法,4,SUB0912,5,CH09,1
SUB0914,KP0903,注解式UDAF开发（Aggregator）,使用@typechecked注解开发类型安全的聚合函数,4,SUB0913,5,CH09,2
SUB0915,KP0903,UDF性能优化技巧,通过代码生成或向量化计算提升UDF执行效率,5,SUB0914,5,CH09,1
SUB0916,KP0904,Parquet列存编码原理,分析字典编码、RLE等压缩算法对存储效率的影响,4,,5,CH09,2
SUB0917,KP0904,嵌套数据模式推断,从JSON文件推断嵌套结构（Struct/Array）并生成Schema,4,SUB0916,5,CH09,1
SUB0918,KP0904,谓词下推与列裁剪优化,在Parquet中通过filter实现谓词下推减少IO,4,SUB0917,5,CH09,1
SUB0919,KP0904,JSON解析性能调优,对比json4s与Spark原生JSON解析器的吞吐量差异,5,SUB0918,5,CH09,3
SUB0920,KP0904,自定义数据源开发,实现DataSourceV2接口扩展自定义文件格式读写,5,SUB0919,5,CH09,3
SUB0921,KP0905,联邦查询执行计划生成,整合Hive表与JDBC数据源的逻辑计划生成策略,5,,5,CH09,3
SUB0922,KP0905,谓词跨数据源下推规则,将过滤条件下推至不同数据源（如HBase Filter与MySQL WHERE条件协同）,5,SUB0921,5,CH09,2
SUB0923,KP0905,数据缓存与广播优化,动态缓存高频访问的外部数据源分区至Spark内存,5,SUB0922,5,CH09,3
SUB0924,KP0905,异构数据源JOIN算法优化,设计基于布隆过滤器的跨数据源JOIN近似优化算法,5,SUB0923,5,CH09,3
SUB0925,KP0905,查询联邦容错机制,实现数据源故障转移与重试策略（如自动切换MySQL从库）,5,SUB0924,5,CH09,1
SUB1001,KP1001,微批次时间窗口划分,解析Spark Streaming中batchInterval参数对数据切分粒度的影响,1,,5,CH10,1
SUB1002,KP1001,DStream抽象模型,分析DStream的RDD依赖链与容错机制,1,SUB1001,5,CH10,3
SUB1003,KP1001,接收器动态分区策略,对比Kafka Direct API与Receiver模式的线程模型差异,2,SUB1002,5,CH10,2
SUB1004,KP1001,批次调度与任务提交,追踪JobGenerator生成Job的源码流程,2,SUB1003,5,CH10,4
SUB1005,KP1001,处理延迟监控指标,通过StreamingListener获取批次处理延迟统计,3,SUB1004,5,CH10,3
SUB1006,KP1002,滑动窗口重叠数据管理,计算windowDuration与slideDuration不同比例时的数据复用率,2,,5,CH10,1
SUB1007,KP1002,状态存储后端对比,对比HDFSBackedStateStore与RocksDBStateStore的读写性能差异,2,SUB1006,5,CH10,1
SUB1008,KP1002,状态过期(TTL)机制,配置mapWithState中状态过期策略与自动清理逻辑,3,SUB1007,5,CH10,3
SUB1009,KP1002,状态快照恢复一致性,分析checkpoint目录中snapshot文件的恢复边界条件,3,SUB1008,5,CH10,1
SUB1010,KP1002,窗口聚合内存溢出诊断,定位reduceByKeyAndWindow中OOM问题的成因与优化方案,4,SUB1009,5,CH10,3
SUB1011,KP1003,Checkpoint目录结构解析,解析metadata和offsets目录中存储的元数据类型,3,,5,CH10,1
SUB1012,KP1003,驱动程序故障恢复流程,通过StreamingContext.getOrCreate实现重启恢复逻辑,3,SUB1011,5,CH10,1
SUB1013,KP1003,接收器数据预写日志(WAL),配置Kafka Direct API的enable.auto.commit与WAL同步策略,4,SUB1012,5,CH10,3
SUB1014,KP1003,状态存储检查点压缩,使用Snappy压缩算法降低checkpoint文件体积,4,SUB1013,5,CH10,2
SUB1015,KP1003,容错恢复端到端测试方案,设计模拟Worker节点宕机的自动化测试用例,5,SUB1014,5,CH10,2
SUB1016,KP1004,反压信号传递机制,分析spark.streaming.backpressure.enabled的PID控制器实现,4,,5,CH10,3
SUB1017,KP1004,动态最大消费速率调整,追踪rateController根据处理延迟动态调整maxRatePerPartition的算法,4,SUB1016,5,CH10,3
SUB1018,KP1004,倾斜分区检测与再平衡,通过spark.streaming.kafka.maxRatePerPartition实现消费负载均衡,5,SUB1017,5,CH10,2
SUB1019,KP1004,反压与资源调度联动,关联动态资源分配(spark.dynamicAllocation.enabled)与反压机制触发条件,5,SUB1018,5,CH10,2
SUB1020,KP1004,背压失效场景诊断,定位网络瓶颈或序列化阻塞导致的背压机制失效案例,5,SUB1019,5,CH10,2
